abstract,academicAdvisor,almaMater,award,birthDate,birthName,birthPlace,categories,child,citizenship,comment,deathDate,deathPlace,description,doctoralAdvisor,doctoralStudent,field,fullName,gender,givenName,influenced,influencedBy,isPrimaryTopicOf,knownFor,name,nationality,notableStudent,parent,residence,resource,signature,source,spouse,surname,theorized,thesisTitle,thesisUrl,thesisYear,thumbnail,wasDerivedFrom,wikiPageID,wikiPageRevisionID,workplaces
"Arthur Leonard Schawlow (May 5, 1921 – April 28, 1999) was an American physicist. He shared the 1981 Nobel Prize in Physics with Nicolaas Bloembergen and Kai Siegbahn for his work on lasers.",,University of Toronto,Marconi Prize|National Medal of Science|Nobel Prize in Physics|Stuart Ballantine Medal,1921-05-05,,"Mount Vernon, New York|Mount Vernon, Virginia","1921 births|1999 deaths|Alexander von Humboldt Fellows|American Methodists|American Nobel laureates|American people of Canadian descent|American people of Latvian-Jewish descent|American physicists|Autism activists|Columbia University faculty|Experimental physicists|Laser researchers|National Medal of Science laureates|Nobel laureates in Physics|Optical physicists|People from Mount Vernon, New York|Presidents of the Optical Society|Scientists at Bell Labs|Spectroscopists|University of Toronto alumni",,,"Arthur Leonard Schawlow (May 5, 1921 – April 28, 1999) was an American physicist. He shared the 1981 Nobel Prize in Physics with Nicolaas Bloembergen and Kai Siegbahn for his work on lasers.",1999-04-28,"Palo Alto, California",American physicist,Malcolm Crawford,,Physics,Arthur Leonard Schawlow,male,Arthur,,,http://en.wikipedia.org/wiki/Arthur_Leonard_Schawlow,Spectroscopy,Arthur Leonard Schawlow,United States,,,,http://dbpedia.org/resource/Arthur_Leonard_Schawlow,,http://dbpedia.org/data/Arthur_Leonard_Schawlow.json,Aurelia Townes,,,,,,"http://commons.wikimedia.org/wiki/Special:FilePath/Artur_Schawlow,_Stanford_University.jpg?width=300",http://en.wikipedia.org/wiki/Arthur_Leonard_Schawlow?oldid=745039455,396739,745039455,Bell Labs|Columbia University|Stanford University
"Arthur Maitland was born on 7 December 1928 in Blackburn, England. He gained his BSc Physics degree in 1956 as a part-time student studying for a London University External Degree. In 1972 St Andrews University, whom he was employed as a researcher and lecturer in 1963, awarded him a DSc degree on the basis of his published papers on ionised gases. At the time he was also working for several electrical engineering companies. He was an influential figure, founding the laser research department at St Andrews University in 1964. He led a group of 14 physicists there working in the areas of lasers and their applications, gas discharge tubes, ionised gases, optical methods of signal processing, and applications of ionised gases to fast switching (see Thyratrons). He became Professor of Physics at St Andrews in 1993. Professor Maitland was a fellow of the Institute of Physics, and published over 40 research papers on lasers, ionised gases and fast switching, and was co-author of Laser Physics (North Holland), Vacuum as an Insulator (Chapman and Hall) and posthumously contributing a chapter to High Voltage Vacuum Insulation (Academic Press). He also held 40 patents and was a consultant for the gas tubes division of EEV Co., Chelmsford, England and Nobel's Explosives Company Ltd. He died of cancer on 30 June 1994, aged 65. At St Andrews University he very quickly established a group working on gas lasers. Professor Maitland recognised that the gas-discharge laser had enormous potential for practical use. Through his ground breaking research into the physics of gas-discharge lasers, Professor Maitland invented several methods for generating gas-discharge based lasers. Professor Arthur Maitland is credited with the invention of apparatus capable of forming a beam of electrons.",,,,1928-01-01,,,1928 births|1994 deaths|Academics of the University of St Andrews|English physicists|Laser science|People from Blackburn,,,"Arthur Maitland was born on 7 December 1928 in Blackburn, England. He gained his BSc Physics degree in 1956 as a part-time student studying for a London University External Degree. In 1972 St Andrews University, whom he was employed as a researcher and lecturer in 1963, awarded him a DSc degree on the basis of his published papers on ionised gases. At the time he was also working for several electrical engineering companies. He was an influential figure, founding the laser research department at St Andrews University in 1964. He led a group of 14 physicists there working in the areas of lasers and their applications, gas discharge tubes, ionised gases, optical methods of signal processing, and applications of ionised gases to fast switching (see Thyratrons). He became Professor of Physics ",1994-01-01,,British physicist,,,,Arthur Maitland,male,Arthur,,,http://en.wikipedia.org/wiki/Arthur_Maitland,,Arthur Maitland,,,,,http://dbpedia.org/resource/Arthur_Maitland,,http://dbpedia.org/data/Arthur_Maitland.json,,Maitland,,,,,,http://en.wikipedia.org/wiki/Arthur_Maitland?oldid=745041287,7647496,745041287,
"Arthur Strong Wightman (March 30, 1922 – January 13, 2013) was an American mathematical physicist. He was one of the founders of the axiomatic approach to quantum field theory, and originated the set of Wightman axioms. Advised by John Wheeler, his 1949 Princeton doctoral dissertation was entitled The Moderation and Absorption of Negative Pions in Hydrogen. His graduate students include Arthur Jaffe, Jerrold Marsden, and Alan Sokal. His work is summarized in the classic concise monograph PCT, Spin and statistics and all that written with R F Streater. Its title is a play on 1066 and All That, the historical satire by Sellar and Yeatman. The PCT refers to the combined symmetry of a quantum field theory under P Parity, C charge and T time. Spin and statistics refers to the fact that in quantum field theory it can be proved that spin 1/2 particles obey Fermi-Dirac statistics whereas integer spin 0, 1, 2 particles obey Bose-Einstein statistics. Wightman was awarded the Henri Poincaré Prize of the International Association of Mathematical Physics in 1997. Until his death, he was a professor emeritus at Princeton.",,Princeton University|Yale University,Dannie Heineman Prize for Mathematical Physics|Henri Poincaré Prize,1922-03-30,,"Rochester, New York","1922 births|2013 deaths|American physicists|Mathematical physicists|Members of the United States National Academy of Sciences|People from Rochester, New York|Princeton University alumni, 1940–49",,,"Arthur Strong Wightman (March 30, 1922 – January 13, 2013) was an American mathematical physicist. He was one of the founders of the axiomatic approach to quantum field theory, and originated the set of Wightman axioms. Wightman was awarded the Henri Poincaré Prize of the International Association of Mathematical Physics in 1997. Until his death, he was a professor emeritus at Princeton.",2013-01-13,"Edison, New Jersey|Princeton, New Jersey",Physicist,John Archibald Wheeler,Alan Sokal|Arthur Jaffe|Barry Simon|Eduard Prugovečki|Jerrold E. Marsden|Silvan S. Schweber,Physicist,Arthur Wightman,male,Arthur,,,http://en.wikipedia.org/wiki/Arthur_Wightman,Quantum field theory|Wightman axioms,Arthur Strong Wightman|Arthur Wightman,United States,,,,http://dbpedia.org/resource/Arthur_Wightman,,http://dbpedia.org/data/Arthur_Wightman.json,,Wightman,,,,,,http://en.wikipedia.org/wiki/Arthur_Wightman?oldid=745056471,231158,745056471,
"Aryabhata (Sanskrit: आर्यभट; IAST: Āryabhaṭa) or Aryabhata I (476–550 CE) was the first of the major mathematician-astronomers from the classical age of Indian mathematics and Indian astronomy. His works include the Āryabhaṭīya (499 CE, when he was 23 years old) and the Arya-siddhanta.",,,,476-1-1,,Patna,476 births|550 deaths|5th-century Indian mathematicians|6th-century Indian mathematicians|Articles with inconsistent citation formats|Medieval Indian astronomers,,,"Aryabhata (Sanskrit: आर्यभट; IAST: Āryabhaṭa) or Aryabhata I (476–550 CE) was the first of the major mathematician-astronomers from the classical age of Indian mathematics and Indian astronomy. His works include the Āryabhaṭīya (499 CE, when he was 23 years old) and the Arya-siddhanta.",550-1-1,,Indian mathematician-astronomer,,,,Aryabhata,male,,Bhāskara I|Brahmagupta|Lalla|Varāhamihira,,http://en.wikipedia.org/wiki/Aryabhata,,Aryabhata,,,,,http://dbpedia.org/resource/Aryabhata,,http://dbpedia.org/data/Aryabhata.json,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/2064_aryabhata-crp.jpg?width=300,http://en.wikipedia.org/wiki/Aryabhata?oldid=745032015,297204,745032015,
"Ashok Das (born March 23, 1953) is an Indian American theoretical physicist, an author and award winning teacher of Physics. He is professor of physics at University of Rochester and Adjunct professor of Physics at Saha Institute of Nuclear Physics, Kolkata, India and  Institute of Physics, Bhubaneswar, India. Das was born in Puri, Odisha. He received his BS (honours) in 1972 and MS in 1974 in physics from University of Delhi. He did his graduate studies in supersymmetry and supergravity at State University of New York at Stony Brook. He received his PhD (Spin 3/2 Fields and Supergravity Theories) in 1977. He was a research associate at the City College of New York, the University of Maryland and at Rutgers University before joining the University of Rochester in 1982. He was promoted to professor in 1993 and is still there. He is also the adjunct professor of physics at Saha Institute of Nuclear Physics in India. Das' research is in the area of theoretical high energy physics. He works on supersymmetry and supergravity. In recent years, he has worked extensively on non-linear integrable systems, which are systems which in spite of their complicated appearance can be exactly solved. He has also been working on finite temperature field theories, generalization of the Standard Model to incorporate CP violation, and problems in quantum field theory and string theory. Although he has published widely with physicists around the world, his particularly strong collaboration with Latin American physicists is well known. In fact, he has coauthored over 100 published research papers with Brazilian physicists alone. In 2006 he was awarded a Fulbright scholarship to teach physics in Brazil.He is known for his teaching and has received university and department awards for his teaching including the Department Award for Excellence in Undergraduate Teaching, Department of Physics and Astronomy, University of Rochester four times (1987, 1990, 1997 and 2006), the Edward Peck Curtis Award for Excellence in Undergraduate Teaching (1991), and the 2006 William H. Riker University Award for Excellence in Graduate teaching. He has written numerous books and monographs on various disciplines of theoretical physics in advanced and undergraduate and graduate level, like A Path Integral Approach (World Scientific publishers), Finite Temperature Field Theory (World Scientific publishers), Integrable Models (World Scientific Lecture Notes in Physics), Lectures on Gravitation (World Scientific publishers), and Lectures on Electromagnetism: second edition (World Scientific publishers) etc. In 2002 Das was made a fellow of the American Physical Society ""For contributions in the areas of supergravity, integrable models and finite temperature field theory"".",,Stony Brook University|University of Delhi,Fulbright Program|Rockefeller Foundation|William H. Riker,1953-03-23,,Odisha|Puri,1953 births|American academics of Indian descent|American male scientists of Indian descent|American physicists|Indian emigrants to the United States|Indian nuclear physicists|Living people|People from Puri district|Theoretical physicists|University of Calcutta faculty|University of Delhi alumni,,,"Ashok Das (born March 23, 1953) is an Indian American theoretical physicist, an author and award winning teacher of Physics. He is professor of physics at University of Rochester and Adjunct professor of Physics at Saha Institute of Nuclear Physics, Kolkata, India and  Institute of Physics, Bhubaneswar, India. In 2002 Das was made a fellow of the American Physical Society ""For contributions in the areas of supergravity, integrable models and finite temperature field theory"".",,,Indian American physicist,,,Theoretical physics,Ashok Das,male,Ashok,,,http://en.wikipedia.org/wiki/Ashok_Das,Integrable system|Particle physics|String theory|Thermal quantum field theory,Ashok Das,United States,,,United States,http://dbpedia.org/resource/Ashok_Das,,http://dbpedia.org/data/Ashok_Das.json,,Das,,,,,http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_India.svg?width=300,http://en.wikipedia.org/wiki/Ashok_Das?oldid=745165352,12852740,745165352,Kolkata|Saha Institute of Nuclear Physics|University of Rochester
"Ashoke Sen, FRS (Bengali: অশোক সেন; born 1956) is an Indian theoretical physicist and distinguished professor at the Harish-Chandra Research Institute, Allahabad. He also is the Morningstar Visiting professor at MIT and a distinguished professor at the Korea Institute for Advanced Study. His main area of work is String Theory. He was among the first recipients of the Fundamental Physics Prize “for opening the path to the realisation that all string theories are different limits of the same underlying theory”. Of the prizes for theoretical physics, the Fundamental Physics Prize is the one which pays the most prize money.",,"Indian Institute of Technology Kanpur|Presidency University, Kolkata|Scottish Church Collegiate School|Stony Brook University|University of Calcutta",Dirac Medal|Fundamental Physics Prize|G. D. Birla Award for Scientific Research|Infosys Prize|Padma Bhushan|Padma Shri,1956-07-15,,India|Kolkata|West Bengal,"1956 births|Bengali people|Fellows of the Indian National Science Academy|Fellows of the Royal Society|Indian Institute of Technology Kanpur alumni|Indian physicists|Living people|Presidency University, Kolkata alumni|Recipients of the Infosys Prize|Recipients of the Padma Bhushan in science & engineering|Recipients of the Padma Shri in science & engineering|Scottish Church Collegiate School alumni|Stony Brook University alumni|String theorists|University of Calcutta alumni",,,"Ashoke Sen, FRS (Bengali: অশোক সেন; born 1956) is an Indian theoretical physicist and distinguished professor at the Harish-Chandra Research Institute, Allahabad. He also is the Morningstar Visiting professor at MIT and a distinguished professor at the Korea Institute for Advanced Study. His main area of work is String Theory. He was among the first recipients of the Fundamental Physics Prize “for opening the path to the realisation that all string theories are different limits of the same underlying theory”. Of the prizes for theoretical physics, the Fundamental Physics Prize is the one which pays the most prize money.",,,Indian physicist,George Sterman,,Physics,Ashoke Sen,male,,,,http://en.wikipedia.org/wiki/Ashoke_Sen,S-duality|String field theory|Tachyon condensation,Ashoke Sen|অশোক সেন,India,,,Allahabad|Kolkata,http://dbpedia.org/resource/Ashoke_Sen,,http://dbpedia.org/data/Ashoke_Sen.json,,,,,,,,http://en.wikipedia.org/wiki/Ashoke_Sen?oldid=745168159,644615,745168159,
"Ashutosh Vijay Kotwal (born December 20, 1965) is an American particle physicist of Indian origin. He is the Fritz London Professor of Physics at Duke University, and conducts research in particle physics related to W bosons and the Higgs boson and searches for new particles and forces.",,,,1965-12-20,,Mumbai,1965 births|American physicists|Duke University people|Harvard University alumni|Living people|Members of the American Physical Society|Particle physicists,,,"Ashutosh Vijay Kotwal (born December 20, 1965) is an American particle physicist of Indian origin. He is the Fritz London Professor of Physics at Duke University, and conducts research in particle physics related to W bosons and the Higgs boson and searches for new particles and forces.",,,,,,,Ashutosh Kotwal,male,,,,http://en.wikipedia.org/wiki/Ashutosh_Kotwal,,Ashutosh Kotwal,,,,,http://dbpedia.org/resource/Ashutosh_Kotwal,,http://dbpedia.org/data/Ashutosh_Kotwal.json,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/AshutoshWiki.jpg?width=300,http://en.wikipedia.org/wiki/Ashutosh_Kotwal?oldid=736241199,49533948,736241199,
"Asım Orhan Barut (June 6, 1926 – December 5, 1994) was a Turkish-American theoretical physicist.",,ETH Zurich,,1926-06-06,,Malatya,1926 births|1994 deaths|American academics of Turkish descent|American people of Turkish descent|American physicists|ETH Zurich alumni|Fellows of the American Physical Society|Particle physicists|People associated with CERN|Recipients of TÜBİTAK Science Award|Reed College faculty|Science teachers|Syracuse University faculty|Theoretical physicists|Turkish physicists|University of Colorado Boulder faculty|University of Colorado faculty,,Turkish Americans,"Asım Orhan Barut (June 6, 1926 – December 5, 1994) was a Turkish-American theoretical physicist.",1994-12-05,"Boulder, Colorado",Turkish-American theoretical physicist,,,Particle physics|Quantum electrodynamics|Theory of relativity,Asım Orhan Barut,male,Asim,,,http://en.wikipedia.org/wiki/Asım_Orhan_Barut,Classical electromagnetism|Elementary particle|Group theory|Particle physics|Quantum field theory,Asım Orhan Barut,Turkish people,,,United States,http://dbpedia.org/resource/Asım_Orhan_Barut,,http://dbpedia.org/data/Asım_Orhan_Barut.json,,,,,,,,http://en.wikipedia.org/wiki/Asım_Orhan_Barut?oldid=734347015,4410235,734347015,Reed College|Syracuse University|University of Chicago|University of Colorado
"Asoke Nath Mitra (born 1929) is an Indian physicist. For his work in theoretical nuclear and particle physics, he was awarded the Shanti Swarup Bhatnagar Prize in 1969.  He is currently Professor Emeritus at Delhi University.",,University of Delhi,Shanti Swarup Bhatnagar Prize for Science and Technology,1929-04-15,,,1929 births|Articles created via the Article Wizard|Cornell University alumni|Fellows of the Indian Academy of Sciences|Fellows of the Indian National Science Academy|Indian physicists|Living people|Recipients of the Shanti Swarup Bhatnagar Award in Physical Science,,,"Asoke Nath Mitra (born 1929) is an Indian physicist. For his work in theoretical nuclear and particle physics, he was awarded the Shanti Swarup Bhatnagar Prize in 1969.  He is currently Professor Emeritus at Delhi University.",,,Indian physicist,Hans Bethe|R. C. Majumdar,,Physics,Asoke Nath Mitra,male,,,,http://en.wikipedia.org/wiki/Asoke_Nath_Mitra,,Asoke Nath Mitra,India,,,,http://dbpedia.org/resource/Asoke_Nath_Mitra,,http://dbpedia.org/data/Asoke_Nath_Mitra.json,,,,,,,,http://en.wikipedia.org/wiki/Asoke_Nath_Mitra?oldid=738597486,42152611,738597486,
"Ataç İmamoğlu (born August 12, 1964 in Minneapolis, USA) is a Turkish-US physicist working on quantum optics and quantum computation. His academic interests are quantum optics, semiconductor physics, and nonlinear optics.",,,,1964-08-12,,Minneapolis,"1964 births|American academics|American electrical engineers|American electronics engineers|American physicists|American scientists|ETH Zurich faculty|Fellows of the American Physical Society|Fellows of the Optical Society|Living people|Middle East Technical University alumni|Optical engineers|Quantum physicists|Scientists from Minneapolis, Minnesota|Stanford University alumni|Turkish academics|Turkish electrical engineers|Turkish electronics engineers|Turkish physicists|Turkish scientists",,,"Ataç İmamoğlu (born August 12, 1964 in Minneapolis, USA) is a Turkish-US physicist working on quantum optics and quantum computation. His academic interests are quantum optics, semiconductor physics, and nonlinear optics.",,,Turkish-American physicist,,,,Ataç İmamoğlu,male,Ataç,,,http://en.wikipedia.org/wiki/Ataç_İmamoğlu,,Ataç İmamoğlu,,,,,http://dbpedia.org/resource/Ataç_İmamoğlu,,http://dbpedia.org/data/Ataç_İmamoğlu.json,,İmamoğlu,,,,,,http://en.wikipedia.org/wiki/Ataç_İmamoğlu?oldid=745322120,9001973,745322120,
"August Karl Krönig (20 September 1822 – 5 June 1879) was a German chemist and physicist who published an account of the kinetic theory of gases in 1856, probably after reading a paper by John James Waterston. Krönig was born in Schildesche, now part of Bielefeld. After completing his Abitur he attended the University of Bonn for three semesters beginning in 1839 studying primarily Oriental languages. In 1840 he changed focus to physics, chemistry and mathematics and transferred to the University of Berlin, where he completed his doctorate in 1845 with a thesis on chromate salts. He then taught at two schools in Berlin, the Realgymnasium in Cölln and the Königliche Realschule attached to the Friedrich-Wilhelms-Gymnasium in Berlin. In 1864 he was given a professorship, but he was forced to retire the same year for reasons of ill health. In 1851 Krönig self-published the Journal für Physik und physikalische Chemie des Auslandes in vollständigen Übersichten, but only one year of issues appeared. In 1856 he published a paper on the kinetic theory of gases, thereby becoming a pioneer of statistical mechanics and thermodynamics alongside Rudolf Clausius, James Clerk Maxwell and Ludwig Boltzmann. The paper echoes John James Waterston's 1851 paper on the topic, and may be based on it; Clausius' work was sparked by Krönig's paper but emphasised the implication of ""equal volumes equal numbers"", which Waterston and Krönig merely noted. Krönig also published various writings on science and on philosophy and theology. He died in Berlin; his remains were reburied in the family grave at the Südwestkirchhof Stahnsdorf, in Stahnsdorf, near Berlin.",,,,1822-09-20,,,1822 births|1879 deaths|German chemists|German physicists,,,"August Karl Krönig (20 September 1822 – 5 June 1879) was a German chemist and physicist who published an account of the kinetic theory of gases in 1856, probably after reading a paper by John James Waterston. He died in Berlin; his remains were reburied in the family grave at the Südwestkirchhof Stahnsdorf, in Stahnsdorf, near Berlin.",1879-06-05,Berlin,German scientist,,,,August Krönig,male,August,,,http://en.wikipedia.org/wiki/August_Krönig,,August Krönig,,,,,http://dbpedia.org/resource/August_Krönig,,http://dbpedia.org/data/August_Krönig.json,,Krönig,,,,,,http://en.wikipedia.org/wiki/August_Krönig?oldid=703611372,932247,703611372,
"Augustin-Jean Fresnel (/freɪˈnɛl/ fray-NEL; French: [ɔ.ɡy.stɛ̃ ʒɑ̃ fʁɛ.nɛl]; 10 May 1788 – 14 July 1827), was a French engineer and physicist who contributed significantly to the establishment of the theory of wave optics. Fresnel studied the behaviour of light both theoretically and experimentally. He is perhaps best known as the inventor of the Fresnel lens, first adopted in lighthouses while he was a French commissioner of lighthouses, and found in many applications today. His Fresnel equations on waves and reflectivity also form the basis for many applications in computer graphics today — for instance, the rendering of water.",,École des ponts ParisTech|École Polytechnique,Rumford Medal,1788-05-10,,"Broglie, Eure|Eure|Kingdom of France",1788 births|1827 deaths|19th-century deaths from tuberculosis|Burials at Père Lachaise Cemetery|Corps des ponts|École des Ponts ParisTech alumni|École Polytechnique alumni|Foreign Members of the Royal Society|French civil engineers|French physicists|Infectious disease deaths in France|Members of the French Academy of Sciences|Optical physicists|People from Eure,,,"Augustin-Jean Fresnel (/freɪˈnɛl/ fray-NEL; French: [ɔ.ɡy.stɛ̃ ʒɑ̃ fʁɛ.nɛl]; 10 May 1788 – 14 July 1827), was a French engineer and physicist who contributed significantly to the establishment of the theory of wave optics. Fresnel studied the behaviour of light both theoretically and experimentally.",1827-07-14,Bourbon Restoration|Hauts-de-Seine|Ville-d'Avray,French engineer and physicist,,,Engineering|Physics,Augustin-Jean Fresnel,male,Jean,,,http://en.wikipedia.org/wiki/Augustin-Jean_Fresnel,Wave,Augustin-Jean Fresnel,France,,,France,http://dbpedia.org/resource/Augustin-Jean_Fresnel,,http://dbpedia.org/data/Augustin-Jean_Fresnel.json,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Augustin_Fresnel.jpg?width=300,http://en.wikipedia.org/wiki/Augustin-Jean_Fresnel?oldid=723434988,1141,723434988,
"Avicenna (/ˌævᵻˈsɛnə/; Latinized form of Ibn-Sīnā, full name Abū ʿAlī al-Ḥusayn ibn ʿAbd Allāh ibn Al-Hasan ibn Ali ibn Sīnā أبو علي الحسين بن عبد الله بن الحسن بن علي بن سينا‍; c. 980 – June 1037) was a Persian polymath who is regarded as one of the most significant thinkers and writers of the Islamic Golden Age. Of the 450 works he is known to have written, around 240 have survived, including 150 on philosophy and 40 on medicine. His most famous works are The Book of Healing – a philosophical and scientific encyclopedia, and The Canon of Medicine – a medical encyclopedia which became a standard medical text at many medieval universities and remained in use as late as 1650. In 1973, Avicenna's Canon Of Medicine was reprinted in New York. Besides philosophy and medicine, Avicenna's corpus includes writings on astronomy, alchemy, geography and geology, psychology, Islamic theology, logic, mathematics, physics and poetry.",,,,980-8-21,,"Afshona, Peshkunskiy, Bukhara, Samanid Empire",1037 deaths|10th-century Iranian people|11th-century astronomers|11th-century philosophers|11th-century physicians|980 births|Alchemists of medieval Islam|Arabic commentators on Aristotle|Aristotelian philosophers|Avicenna|Buyid viziers|Classical humanists|Ethicists|Islamic philosophers|Medieval Persian physicians|Musical theorists of medieval Islam|Persian philosophers|Physicians of medieval Islam|Samanid scholars|Unani medicine,,,"Avicenna (/ˌævᵻˈsɛnə/; Latinized form of Ibn-Sīnā, full name Abū ʿAlī al-Ḥusayn ibn ʿAbd Allāh ibn Al-Hasan ibn Ali ibn Sīnā أبو علي الحسين بن عبد الله بن الحسن بن علي بن سينا‍; c. 980 – June 1037) was a Persian polymath who is regarded as one of the most significant thinkers and writers of the Islamic Golden Age. Of the 450 works he is known to have written, around 240 have survived, including 150 on philosophy and 40 on medicine.",1037-06-24,Hamadan,"medieval Persian polymath, physician, and philosopher",,,,Avicenna,male,,Abu 'Ubayd al-Juzjani|Age of Enlightenment|Albertus Magnus|Albertus Magnus  Albertus Magnus  1|Al-Biruni|Averroes|Bar Hebraeus|Baruch Spinoza|Francisco Suárez|Ibn al-Nafis|Ibn Tufail|John Locke|line-height:1.3em;|Maimonides|Mário Ferreira dos Santos|Mulla Sadra|Nasir al-Din al-Tusi|Omar Khayyam|René Descartes|Shahab al-Din Yahya ibn Habash Suhrawardi|Thomas Aquinas|Thomas Aquinas  Thomas Aquinas  1|William of Ockham,Abu Zayd al-Balkhi|Plotinus,http://en.wikipedia.org/wiki/Avicenna,,Avicenna,,,,,http://dbpedia.org/resource/Avicenna,,http://dbpedia.org/data/Avicenna.json,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Avicenna_Portrait_on_Silver_Vase_-_Museum_at_BuAli_Sina_(Avicenna)_Mausoleum_-_Hamadan_-_Western_Iran_(7423560860).jpg?width=300,http://en.wikipedia.org/wiki/Avicenna?oldid=744779718,1130,744779718,
Ayşe Erzan (born 1949) is a Turkish theoretical physicist.,,,,1949-01-01,,Ankara,1949 births|21st-century women scientists|Alexander von Humboldt Fellows|Bryn Mawr College alumni|Istanbul Technical University faculty|Living people|L'Oréal-UNESCO Awards for Women in Science laureates|Middle East Technical University faculty|People from Ankara|Stony Brook University alumni|Theoretical physicists|Turkish physicists|Turkish women academics|Women physicists,,,Ayşe Erzan (born 1949) is a Turkish theoretical physicist.,,,Turkish physicist,,,,Ayşe Erzan,female,,,,http://en.wikipedia.org/wiki/Ayşe_Erzan,,Ayşe Erzan,,,,,http://dbpedia.org/resource/Ayşe_Erzan,,http://dbpedia.org/data/Ayşe_Erzan.json,,,,,,,,http://en.wikipedia.org/wiki/Ayşe_Erzan?oldid=726907602,48511907,726907602,
"Ayyub Salah oglu Guliyev (Azerbaijani: Əyyub Salah oğlu Quliyev; born 1 June 1954) is an Azerbaijani astrophysicist, working on comets. He is a doctor of physical and mathematical sciences, professor, corresponding member of ANAS and a director of the Shamakhi Astrophysical Observatory.He is also president of Azerbaijan Astronomical Society and member of the European Astronomical Society.",,Baku State University,,1954-06-01,,Azerbaijan|Nakhchivan (city),1954 births|Azerbaijani scientists|Baku State University alumni|Living people|People from the Nakhchivan Autonomous Republic,,,"Ayyub Salah oglu Guliyev (Azerbaijani: Əyyub Salah oğlu Quliyev; born 1 June 1954) is an Azerbaijani astrophysicist, working on comets. He is a doctor of physical and mathematical sciences, professor, corresponding member of ANAS and a director of the Shamakhi Astrophysical Observatory.He is also president of Azerbaijan Astronomical Society and member of the European Astronomical Society.",,,Azerbaijani astrophysicist,,,Astrophysics,Ayyub Guliyev,male,,,,http://en.wikipedia.org/wiki/Ayyub_Guliyev,,Ayyub Guliyev,,,,Azerbaijan,http://dbpedia.org/resource/Ayyub_Guliyev,,http://dbpedia.org/data/Ayyub_Guliyev.json,,,,,,,,http://en.wikipedia.org/wiki/Ayyub_Guliyev?oldid=724363354,37918935,724363354,Shamakhi Astrophysical Observatory
"Bernard Roy Frieden (born September 10, 1936) is an American mathematical physicist. Frieden obtained a Ph.D. in Optics from The Institute of Optics at the University of Rochester. His doctoral thesis advisor was Robert E. Hopkins. Frieden is now an Emeritus Professor of Optical Sciences at the University of Arizona. Frieden is best known for his extensive work on Fisher information as a grounding principle for deriving and elaborating physical theory. (Examples are the Schrödinger wave equation of quantum mechanics, and the Maxwell–Boltzmann distribution of statistical mechanics.) Such theories take the form of differential equations or probability distribution functions. Central to Frieden's derivations is the mathematical variational principle of extreme physical information (EPI). This principle builds on the well-known idea that the observation of a ""source"" phenomenon is never completely accurate. That is, information is inevitably lost in transit from source to observation. Furthermore, the random errors that creep in are presumed to define the distribution function of the source phenomenon. As Frieden puts it, ""the physics lies in the fluctuations."" Finally, the information loss may be shown to be an extreme value. Thus if the observed level of Fisher information in the data has value I, and the level of Fisher information that existed at the source has value J, the EPI principle states that I − J = extremum. In most situations, the extremum is a minimum, meaning that there is a tendency for any observation to faithfully match up with its source. Frieden has used Fisher information and the EPI principle to derive most existing fundamental laws of physics, and some new and existing laws of biology, cancer growth, chemistry, and economics. Frieden argues that Fisher information, especially its loss I − J during observation, and EPI make up a general method for deriving scientific laws. Several reviewers doubt the physical and mathematical correctness of Frieden's ideas; see, for example, Raymond F. Streater's Lost Causes in Theoretical Physics: Physics from Fisher Information, and Cosma Shalizi's review of Physics from Fisher Information.",,,,,,,1936 births|20th-century American mathematicians|21st-century American mathematicians|American physicists|Living people|University of Arizona faculty|University of Rochester alumni,,,"Bernard Roy Frieden (born September 10, 1936) is an American mathematical physicist. Frieden obtained a Ph.D. in Optics from The Institute of Optics at the University of Rochester. His doctoral thesis advisor was Robert E. Hopkins. Frieden is now an Emeritus Professor of Optical Sciences at the University of Arizona. Several reviewers doubt the physical and mathematical correctness of Frieden's ideas; see, for example, Raymond F. Streater's Lost Causes in Theoretical Physics: Physics from Fisher Information, and Cosma Shalizi's review of Physics from Fisher Information.",,,American mathematician,,,,B. Roy Frieden,male,B.,,,http://en.wikipedia.org/wiki/B._Roy_Frieden,,B. Roy Frieden,,,,,http://dbpedia.org/resource/B._Roy_Frieden,,http://dbpedia.org/data/B._Roy_Frieden.json,,,,,,,,http://en.wikipedia.org/wiki/B._Roy_Frieden?oldid=731689815,891331,731689815,
