abstract,academicAdvisor,almaMater,award,birthDate,birthName,birthPlace,categories,child,citizenship,comment,deathDate,deathPlace,description,doctoralAdvisor,doctoralStudent,field,fullName,gender,givenName,influenced,influencedBy,isPrimaryTopicOf,knownFor,name,nationality,notableStudent,parent,residence,resource,signature,source,spouse,surname,theorized,thesisTitle,thesisUrl,thesisYear,thumbnail,wasDerivedFrom,wikiPageID,wikiPageRevisionID,workplaces
"Dorn was born in Guttstadt (Dobre Miasto), Province of Prussia (nowadays Warmia in Poland), and died in Halle, Province of Saxony. He was educated at Königsberg and went on to teach at the university level. In 1885, at Halle University, Dorn took over the position of personal ordinarius professor for theoretical physics from Anton Oberbeck. Since Dorn was already an ordinarius professor, he was allowed to assume the title so as to not appear as having been demoted. In 1895, Dorn succeeded Hermann Knoblauch at Halle as the ordinarius professor for experimental physics and director of the physics institute. Dorn’s previous duties were assumed by Carl Schmidt, who had been a Privatdozent and was called as an extraordinarius professor for theoretical physics. In 1900, Dorn published a paper in which he described experiments that repeated and extended some earlier work on thorium by Ernest Rutherford. Dorn verified Rutherford's observation that a radioactive material was emitted by thorium, and discovered that a similar emission arose from the element radium. Additional work by Rutherford and Soddy showed that the same emission came from both thorium and radium, that it was a gas, and that it was actually a new element. Dorn called the radioactive gaseous product from radium simply ""emanation"", but in 1904 Rutherford introduced the name ""radium emanation"" for the same material. Ramsay later suggested ""niton"", from the Latin word ""nitens"" meaning ""shining"". In 1923 the name was again changed, this time to radon by an international body of scientists. Marshall and Marshall have examined the original papers leading to radon's discovery and their work should be consulted for a full treatment and extensive references. They conclude that it is actually Rutherford who should be awarded credit for radon's discovery since he was the first to detect the element being emitted from any radioisotope (thorium) and the first to demonstrate radon's gaseous nature. Rutherford was also the first to integrate his own work on radon with that of others on radon's atomic mass, its spectrum, and its position on the periodic table.",,University of Königsberg,,1848-07-27,,Dobre Miasto|Province of Prussia,1848 births|1916 deaths|19th-century German people|19th-century physicists|20th-century German people|20th-century physicists|Discoverers of chemical elements|German physicists|Martin Luther University of Halle-Wittenberg faculty|People from Dobre Miasto|People from the Province of Prussia|Radium|Radon|University of Königsberg alumni,,,"Dorn was born in Guttstadt (Dobre Miasto), Province of Prussia (nowadays Warmia in Poland), and died in Halle, Province of Saxony. He was educated at Königsberg and went on to teach at the university level. In 1885, at Halle University, Dorn took over the position of personal ordinarius professor for theoretical physics from Anton Oberbeck. Since Dorn was already an ordinarius professor, he was allowed to assume the title so as to not appear as having been demoted. In 1895, Dorn succeeded Hermann Knoblauch at Halle as the ordinarius professor for experimental physics and director of the physics institute. Dorn’s previous duties were assumed by Carl Schmidt, who had been a Privatdozent and was called as an extraordinarius professor for theoretical physics.",1916-12-13,Halle (Saale)|Province of Saxony,German physicist,,,Physics,Friedrich Ernst Dorn,male,Ernst,,,http://en.wikipedia.org/wiki/Friedrich_Ernst_Dorn,,Friedrich Ernst Dorn,Germans,,,,http://dbpedia.org/resource/Friedrich_Ernst_Dorn,,http://dbpedia.org/data/Friedrich_Ernst_Dorn.json,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/DORN_Friedrich_Ernst.jpg?width=300,http://en.wikipedia.org/wiki/Friedrich_Ernst_Dorn?oldid=702616716,153260,702616716,
"Friedrich Hasenöhrl (German: [ˈhaːzn̩øːɐ̯l]; 30 November 1874 – 7 October 1915), was an Austrian physicist.",,University of Vienna,,1874-11-30,,Austria-Hungary|Vienna,1874 births|1915 deaths|Austrian physicists|Scientists from Vienna,,,"Friedrich Hasenöhrl (German: [ˈhaːzn̩øːɐ̯l]; 30 November 1874 – 7 October 1915), was an Austrian physicist.",1915-10-07,Austria-Hungary|Folgaria|Trentino,Austrian physicist,Franz S. Exner,Erwin Schrödinger|Karl Herzfeld,Physicist,Friedrich Hasenöhrl,male,Friedrich,,,http://en.wikipedia.org/wiki/Friedrich_Hasenöhrl,Black body,Friedrich Hasenöhrl,Austria-Hungary,,,Austria-Hungary,http://dbpedia.org/resource/Friedrich_Hasenöhrl,,http://dbpedia.org/data/Friedrich_Hasenöhrl.json,,Hasenöhrl,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Hasenoehrl.jpg?width=300,http://en.wikipedia.org/wiki/Friedrich_Hasenöhrl?oldid=733699128,1647582,733699128,
"Friedrich Hermann Hund (4 February 1896 – 31 March 1997) was a German physicist from Karlsruhe known for his work on atoms and molecules. Hund worked at the Universities of Rostock, Leipzig, Jena, Frankfurt am Main, and Göttingen. Hund worked with such prestigious physicists as Schrödinger, Dirac, Heisenberg, Max Born, and Walter Bothe. At that time, he was Born's assistant, working with quantum interpretation of band spectra of diatomic molecules. After his studies of mathematics, physics, and geography in Marburg and Göttingen, he worked as a private lecturer for theoretical physics in Göttingen (1925), professor in Rostock (1927), Leipzig (1929), Jena (1946), Frankfurt/Main (1951) and from 1957 again in Göttingen. Additionally, he stayed in Copenhagen (1926) with Niels Bohr and lectured on the atom at Harvard University (1928). He published more than 250 papers and essays in total. Hund made pivotal contributions to quantum theory - especially concerning the structure of the atom and of molecular spectra. In fact, Robert S. Mulliken, who was awarded the 1966 Nobel Prize in chemistry for molecular orbital theory, always proclaimed the great influence Hund's work had on his own and that he would have gladly shared the Nobel prize with Hund. In recognition of the importance of Hund's contributions, MO theory is often referred to as the Hund-Mulliken MO theory. Hund's rule of maximum multiplicity is another eponym and, in 1926, Hund discovered the so-called tunnel effect or quantum tunnelling. The Hund's cases, which are particular regimes in molecular angular momentum coupling, and Hund's rules, which govern electron configurations, are important in spectroscopy and quantum chemistry. In chemistry, the first rule, Hund's rule of maximum multiplicity, is especially important and is often referred to as simply Hund's Rule. On the occasion of his 100th birthday, the book: Friedrich Hund: Geschichte der physikalischen Begriffe [History of Physical Concepts] (Heidelberg, Berlin, Oxford), Spektrum, Akademie Verlag 1996, ISBN 3-8274-0083-X was published. A review was also written by Werner Kutzelnigg. In addition to the many honors bestowed upon him, Friedrich Hund became an honorary citizen of Jena/Saale, and a street in Jena was named after him. In June 2004, a part of a new building of the Physics Department in Göttingen was given the address Friedrich-Hund-Platz 1. The same name was chosen for the Institute for Theoretical Physics at the University of Göttingen. He was a member of the International Academy of Quantum Molecular Science. His son is chess player and mathematician Gerhard Hund.",,,Max Planck Medal|Otto Hahn Prize,1896-02-04,,Karlsruhe,1896 births|1997 deaths|Commanders Crosses of the Order of Merit of the Federal Republic of Germany|German centenarians|German physicists|Harvard University people|International Academy of Quantum Molecular Science members|Leipzig University alumni|People from Karlsruhe|People from the Grand Duchy of Baden|University of Göttingen faculty|University of Jena alumni|University of Rostock alumni|Winners of the Max Planck Medal,,,"Friedrich Hermann Hund (4 February 1896 – 31 March 1997) was a German physicist from Karlsruhe known for his work on atoms and molecules. Hund worked at the Universities of Rostock, Leipzig, Jena, Frankfurt am Main, and Göttingen. Hund worked with such prestigious physicists as Schrödinger, Dirac, Heisenberg, Max Born, and Walter Bothe. At that time, he was Born's assistant, working with quantum interpretation of band spectra of diatomic molecules. He was a member of the International Academy of Quantum Molecular Science. His son is chess player and mathematician Gerhard Hund.",1997-03-31,Göttingen|Karlsruhe,German physicist,Max Born,Carl Friedrich von Weizsäcker|Edward Teller|Harry Lehmann,Physics,Friedrich Hund,male,Friedrich,Herbert Kroemer,,http://en.wikipedia.org/wiki/Friedrich_Hund,,Friedrich Hund,Germany,,,,http://dbpedia.org/resource/Friedrich_Hund,,http://dbpedia.org/data/Friedrich_Hund.json,,Hund,,,,,"http://commons.wikimedia.org/wiki/Special:FilePath/Hund,Friedrich_1920er_Göttingen.jpg?width=300",http://en.wikipedia.org/wiki/Friedrich_Hund?oldid=702883003,322104,702883003,
"Frederik ""Frits"" Zernike (Dutch pronunciation: [ˈfreːdərɪk frɪts ˈzɛrnikə]; 16 July 1888 – 10 March 1966) was a Dutch physicist and winner of the Nobel Prize for physics in 1953 for his invention of the phase-contrast microscope.",,University of Amsterdam,,1888-07-16,Frederik Zernike,Amsterdam|Netherlands,1888 births|1966 deaths|Dutch inventors|Dutch Nobel laureates|Dutch physicists|Foreign Members of the Royal Society|Members of the Royal Netherlands Academy of Arts and Sciences|Microscopists|Nobel laureates in Physics|Scientists from Amsterdam|University of Amsterdam alumni|University of Groningen faculty,,,"Frederik ""Frits"" Zernike (Dutch pronunciation: [ˈfreːdərɪk frɪts ˈzɛrnikə]; 16 July 1888 – 10 March 1966) was a Dutch physicist and winner of the Nobel Prize for physics in 1953 for his invention of the phase-contrast microscope.",1966-03-10,Amersfoort|Netherlands,Dutch physicist,,,Physics,Frits Zernike,male,Frits,,,http://en.wikipedia.org/wiki/Frits_Zernike,Ornstein–Zernike equation|Phase-contrast microscopy|Zernike polynomials,Frits Zernike,Netherlands,,,,http://dbpedia.org/resource/Frits_Zernike,,http://dbpedia.org/data/Frits_Zernike.json,,Zernike,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Zernike.jpg?width=300,http://en.wikipedia.org/wiki/Frits_Zernike?oldid=742910972,244666,742910972,University of Groningen
"Friedrich Georg ""Fritz"" Houtermans (January 22, 1903 – March 1, 1966) was a Dutch-Austrian-German atomic and nuclear physicist born in Zoppot near Danzig, West Prussia to a Dutch father, who was a wealthy banker. He was brought up in Vienna, where he was educated, and moved to Göttingen when he was 18 to study. It was in Göttingen where he obtained his Ph.D. under James Frank. Houtermans made important contributions to geochemistry and cosmochemistry.",,,,1903-01-22,,Gdańsk,1903 births|1966 deaths|Deaths from lung cancer|German communists|German nuclear physicists|German people imprisoned abroad|German physicists|Nuclear program of Nazi Germany|People from Sopot|People from West Prussia|People who emigrated to escape Nazism|Prisoners and detainees of the Soviet Union|Refugees from Nazi Germany in the Soviet Union|Technical University of Berlin alumni|Technical University of Berlin faculty|University of Göttingen alumni,,,"Friedrich Georg ""Fritz"" Houtermans (January 22, 1903 – March 1, 1966) was a Dutch-Austrian-German atomic and nuclear physicist born in Zoppot near Danzig, West Prussia to a Dutch father, who was a wealthy banker. He was brought up in Vienna, where he was educated, and moved to Göttingen when he was 18 to study. It was in Göttingen where he obtained his Ph.D. under James Frank. Houtermans made important contributions to geochemistry and cosmochemistry.",1966-03-01,Bern,German physicist,,,,Fritz Houtermans,male,Friedrich,Herbert Kroemer,,http://en.wikipedia.org/wiki/Fritz_Houtermans,,Fritz Houtermans,,,,,http://dbpedia.org/resource/Fritz_Houtermans,,http://dbpedia.org/data/Fritz_Houtermans.json,,Houtermans,,,,,,http://en.wikipedia.org/wiki/Fritz_Houtermans?oldid=724953931,230140,724953931,
"Sir Geoffrey Ingram Taylor OM (7 March 1886 – 27 June 1975) was a British physicist and mathematician, and a major figure in fluid dynamics and wave theory. His biographer and one-time student, George Batchelor, described him as ""one of the most notable scientists of this (the 20th) century"",",J. J. Thomson,"Trinity College, Cambridge",Copley Medal|De Morgan Medal|Franklin Medal|Knight Bachelor|Order of Merit|Royal Medal|Royal Society|Theodore von Karman Medal|Timoshenko Medal|Wilhelm Exner Medal,1886-03-07,,England|Middlesex|St John's Wood,"1886 births|1975 deaths|20th-century mathematicians|Aerodynamicists|Alumni of Trinity College, Cambridge|English inventors|English mathematicians|English meteorologists|English physicists|Fellows of the Royal Society|Fellows of Trinity College, Cambridge|Fluid dynamicists|Knights Bachelor|Manhattan Project people|Members of the Order of Merit|People educated at University College School|Recipients of the Copley Medal|Royal Medal winners",,,"Sir Geoffrey Ingram Taylor OM (7 March 1886 – 27 June 1975) was a British physicist and mathematician, and a major figure in fluid dynamics and wave theory. His biographer and one-time student, George Batchelor, described him as ""one of the most notable scientists of this (the 20th) century"",",1975-06-27,Cambridge|Cambridgeshire,British mathematician and physicist (1885-1975),,Francis Bretherton|George Batchelor,Fluid dynamics|Fluid mechanics|Physics|Solid mechanics|Wave,G. I. Taylor,male,Geoffrey,,,http://en.wikipedia.org/wiki/G._I._Taylor,Rayleigh–Taylor instability|Taylor column|Taylor cone|Taylor dispersion|Taylor microscale|Taylor number|Taylor–Couette flow|Taylor–Goldstein equation|Taylor–Green vortex|Taylor–Proudman theorem,Geoffrey Ingram Taylor|Sir Geoffrey Ingram Taylor,British,,,,http://dbpedia.org/resource/G._I._Taylor,,http://dbpedia.org/data/G._I._Taylor.json,,,,,,,,http://en.wikipedia.org/wiki/G._I._Taylor?oldid=741990818,610133,741990818,
"G. Norris Glasoe (29 October 1902 – May 1987) was an American nuclear physicist. He was a member of the Columbia University team which was the first in the United States to verify the European discovery of the nuclear fission of uranium via neutron bombardment. During World War II, he worked at the MIT Radiation Laboratory. He was a physicist and administrator at the Brookhaven National Laboratory.",,,,1902-10-29,,"Northfield, Minnesota","1902 births|1987 deaths|American nuclear physicists|American people of Norwegian descent|American physicists|Brookhaven National Laboratory staff|Columbia University faculty|Manhattan Project people|People from Northfield, Minnesota|St. Olaf College alumni|University of Wisconsin–Madison alumni",,,"G. Norris Glasoe (29 October 1902 – May 1987) was an American nuclear physicist. He was a member of the Columbia University team which was the first in the United States to verify the European discovery of the nuclear fission of uranium via neutron bombardment. During World War II, he worked at the MIT Radiation Laboratory. He was a physicist and administrator at the Brookhaven National Laboratory.",1987-01-01,,American physicist,,,,G. N. Glasoe,male,G.,,,http://en.wikipedia.org/wiki/G._N._Glasoe,,G. N. Glasoe,,,,,http://dbpedia.org/resource/G._N._Glasoe,,http://dbpedia.org/data/G._N._Glasoe.json,,,,,,,,http://en.wikipedia.org/wiki/G._N._Glasoe?oldid=737341649,16275840,737341649,
"George V. Skrotskii (January 11, 1915 – July 13, 1992) was a Russian physicist. Skrotskii realized that electromagnetic field equations in a curved spacetime can be written in a non-covariant form formally equivalent to Maxwell's equations in a macroscopic medium in flat spacetime.",,,,1915-01-11,,,1915 births|1992 deaths|Russian physicists,,,"George V. Skrotskii (January 11, 1915 – July 13, 1992) was a Russian physicist. Skrotskii realized that electromagnetic field equations in a curved spacetime can be written in a non-covariant form formally equivalent to Maxwell's equations in a macroscopic medium in flat spacetime.",1992-07-13,,Russian physicist,,,,G. V. Skrotskii,male,G.,,,http://en.wikipedia.org/wiki/G._V._Skrotskii,,G. V. Skrotskii,,,,,http://dbpedia.org/resource/G._V._Skrotskii,,http://dbpedia.org/data/G._V._Skrotskii.json,,,,,,,,http://en.wikipedia.org/wiki/G._V._Skrotskii?oldid=709519913,1369167,709519913,
"Jonas Ferdinand Gabriel Lippmann (16 August 1845 – 13 July 1921) was a Franco-Luxembourgish physicist and inventor, and Nobel laureate in physics for his method of reproducing colours photographically based on the phenomenon of interference.",Hermann von Helmholtz,École Normale Supérieure,Nobel Prize in Physics,1845-08-16,Jonas Ferdinand Gabriel Lippmann,Bonnevoie|Luxembourg City,1845 births|1921 deaths|20th-century physicists|Color scientists|Corresponding Members of the Russian Academy of Sciences (1917–25)|Corresponding Members of the St Petersburg Academy of Sciences|École Normale Supérieure alumni|Experimental physicists|Foreign Members of the Royal Society|French Jews|French Nobel laureates|French physicists|Jewish inventors|Jewish physicists|Jewish scientists|Luxembourgian inventors|Luxembourgian Jews|Luxembourgian Nobel laureates|Luxembourgian people of French descent|Lycée Henri-IV alumni|Members of the French Academy of Sciences|Nobel laureates in Physics|People from Luxembourg City|People who died at sea,,,"Jonas Ferdinand Gabriel Lippmann (16 August 1845 – 13 July 1921) was a Franco-Luxembourgish physicist and inventor, and Nobel laureate in physics for his method of reproducing colours photographically based on the phenomenon of interference.",1921-07-13,SS France (1910),French physicist,Gustav Kirchhoff,,Physics,Gabriel Lippmann,male,Gabriel,,,http://en.wikipedia.org/wiki/Gabriel_Lippmann,Gabriel Lippmann|Integral imaging|Lippmann electrometer,Gabriel Lippmann,France,,,,http://dbpedia.org/resource/Gabriel_Lippmann,,http://dbpedia.org/data/Gabriel_Lippmann.json,,Lippmann,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel_Lippmann2.jpg?width=300,http://en.wikipedia.org/wiki/Gabriel_Lippmann?oldid=741939229,2352712,741939229,Sorbonne
"Gabriele Rabel (1880–August 27, 1963) was an Austrian physicist and botanist.",,,,1880-01-01,,,1880 births|1963 deaths|20th-century botanists|20th-century physicists|20th-century women scientists|Austrian botanists|Austrian physicists|People associated with the University of Cambridge|People with bipolar disorder|Theoretical physicists|University of Vienna alumni|Women botanists|Women physicists,,,"Gabriele Rabel (1880–August 27, 1963) was an Austrian physicist and botanist.",1963-01-01,,Austrian botanist,,,,Gabriele Rabel,female,Gabriele,,,http://en.wikipedia.org/wiki/Gabriele_Rabel,,Gabriele Rabel,,,,,http://dbpedia.org/resource/Gabriele_Rabel,,http://dbpedia.org/data/Gabriele_Rabel.json,,Rabel,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriele_Rabel_(b._1880).jpg?width=300,http://en.wikipedia.org/wiki/Gabriele_Rabel?oldid=726909421,35402095,726909421,
"George Braxton Pegram (October 24, 1876 – August 12, 1958) was an American physicist who played a key role in the technical administration of the Manhattan Project. He graduated from Trinity College (now Duke University) in 1895, and taught high school before becoming a teaching assistant in physics at Columbia University in 1900. He was to spend the rest of his working life at Columbia, taking his doctorate there in 1903 and becoming a full professor in 1918. His administrative career began as early as 1913 when he became the department's executive officer. By 1918, he was Dean of the Faculty of Applied Sciences but he resigned in 1930 to relaunch his research activities, performing many meticulous measurements on the properties of neutrons with John R. Dunning. He was also chairman of Columbia's physics department from 1913 to 1945. Returning to administration as Dean in 1936, Pegram met Enrico Fermi on his arrival in the United States. In 1940 he brokered a meeting between Fermi and the US Navy at which the prospect of an atomic bomb was raised with the military for the first time. Following Marcus Oliphant's mission to the United States in August 1941 to alert the Americans to its feasibility, Pegram and his colleague Harold C. Urey led a diplomatic mission to the United Kingdom to establish co-operation on development of the atomic bomb. They soon found themselves on Vannevar Bush's S-1 Uranium Committee coordinating technical research. Columbia's physics department was home to the SAM Laboratories, where many of the key technologies required for the bomb were developed. After the war Pegram helped found the Brookhaven National Laboratory. He served as vice president of the university 1949 to 1950.",,Columbia University|Duke University,,1876-10-24,,"Trinity, North Carolina","1876 births|1958 deaths|American physicists|Columbia University alumni|Columbia University faculty|Duke University alumni|Manhattan Project people|People from Randolph County, North Carolina",,United States,"George Braxton Pegram (October 24, 1876 – August 12, 1958) was an American physicist who played a key role in the technical administration of the Manhattan Project. He graduated from Trinity College (now Duke University) in 1895, and taught high school before becoming a teaching assistant in physics at Columbia University in 1900. He was to spend the rest of his working life at Columbia, taking his doctorate there in 1903 and becoming a full professor in 1918. His administrative career began as early as 1913 when he became the department's executive officer. By 1918, he was Dean of the Faculty of Applied Sciences but he resigned in 1930 to relaunch his research activities, performing many meticulous measurements on the properties of neutrons with John R. Dunning. He was also chairman of Co",1958-08-12,"Swarthmore, Pennsylvania",American physicist,,John R. Dunning,Physics,George B. Pegram,male,George,,,http://en.wikipedia.org/wiki/George_B._Pegram,,G. B. Pegram|George B. Pegram,,,,,http://dbpedia.org/resource/George_B._Pegram,,http://dbpedia.org/data/George_B._Pegram.json,,,,Secondary radioactivity in the electrolysis of thorium solutions,,1903,,http://en.wikipedia.org/wiki/George_B._Pegram?oldid=691870206,731119,691870206,Columbia University
"George Gamow (March 4 [O.S. February 20] 1904 – August 19, 1968), born Georgiy Antonovich Gamov (Russian: Гео́ргий Анто́нович Га́мов; IPA: [ɡʲɪˈorɡʲɪj ɐnˈtonəvʲɪtɕ ˈɡaməf] ), was a theoretical physicist and cosmologist. He was an early advocate and developer of Lemaître's Big Bang theory. He discovered a theoretical explanation of alpha decay via quantum tunneling, and worked on radioactive decay of the atomic nucleus, star formation, stellar nucleosynthesis and Big Bang nucleosynthesis (which he collectively called nucleocosmogenesis), and molecular genetics. In his middle and late career, Gamow focused more on teaching and wrote popular books on science, including One Two Three ... Infinity and the Mr. Tompkins ... series of books (1939–1967). Some of his books are still in print, more than a half-century after their original publication.",,Saint Petersburg State University,Kalinga Prize,1904-03-04,Georgiy Antonovich Gamov,Odessa|Russian Empire,"1904 births|1968 deaths|20th-century American scientists|20th-century American writers|20th-century astronomers|20th-century physicists|American astronomers|American atheists|American biochemists|American inventors|American nuclear physicists|American people of Ukrainian descent|American physicists|American science writers|Corresponding Members of the USSR Academy of Sciences|Cosmologists|George Washington University faculty|Kalinga Prize recipients|Mathematics popularizers|People from Odessa|Russian atheists|Saint Petersburg State University alumni|Soviet defectors|Soviet emigrants to the United States|Soviet nuclear physicists|Soviet physicists|Ukrainian astronomers|Ukrainian inventors|Ukrainian physicists|University of California, Berkeley faculty|University of Colorado faculty",,Soviet Union,"George Gamow (March 4 [O.S. February 20] 1904 – August 19, 1968), born Georgiy Antonovich Gamov (Russian: Гео́ргий Анто́нович Га́мов; IPA: [ɡʲɪˈorɡʲɪj ɐnˈtonəvʲɪtɕ ˈɡaməf] ), was a theoretical physicist and cosmologist. He was an early advocate and developer of Lemaître's Big Bang theory. He discovered a theoretical explanation of alpha decay via quantum tunneling, and worked on radioactive decay of the atomic nucleus, star formation, stellar nucleosynthesis and Big Bang nucleosynthesis (which he collectively called nucleocosmogenesis), and molecular genetics.",1968-08-19,"Boulder, Colorado",Russian-American physicist and science writer,Alexander Friedmann,Ralph Asher Alpher|Vera Rubin,Physicist|Science journalism,George Gamow,male,Georgy,Charles Critchfield|Robert H. Dicke,Hagen Kleinert,http://en.wikipedia.org/wiki/George_Gamow,Alpha decay|Alpher–Bethe–Gamow paper|Beta decay transition|Big Bang|Gamow factor|One Two Three... Infinity|Quantum tunnelling|Semi-empirical mass formula,George Gamow,,,,,http://dbpedia.org/resource/George_Gamow,,http://dbpedia.org/data/George_Gamow.json,,Гамов,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bragg_lab1_1930.jpg?width=300,http://en.wikipedia.org/wiki/George_Gamow?oldid=737898886,74641,737898886,"Cavendish Laboratory|George Washington University|Niels Bohr Institute|University of California, Berkeley|University of Colorado Boulder|University of Göttingen"
"Sir George Paget Thomson, FRS (/ˈtɒmsən/; 3 May 1892 – 10 September 1975) was an English physicist and Nobel laureate in physics recognised for his discovery of the wave properties of the electron by electron diffraction.",J. J. Thomson,"Trinity College, Cambridge",Faraday Medal|Franklin Institute Awards|Hughes Medal|Nobel Prize in Physics|Royal Medal,1892-05-03,,Cambridge,"1892 births|1975 deaths|20th-century physicists|Academics of Imperial College London|Academics of the University of Aberdeen|Alumni of Trinity College, Cambridge|Anglo-Scots|British Army personnel of World War I|British Nobel laureates|British nuclear physicists|English Nobel laureates|English physicists|Experimental physicists|Fellows of Corpus Christi College, Cambridge|Fellows of the Royal Society|Howard N. Potts Medal recipients|Knights Bachelor|Masters of Corpus Christi College, Cambridge|Nobel laureates in Physics|People educated at The Perse School|People from Cambridge|Presidents of the Institute of Physics|Queen's Royal Regiment officers|Royal Medal winners",2,,"Sir George Paget Thomson, FRS (/ˈtɒmsən/; 3 May 1892 – 10 September 1975) was an English physicist and Nobel laureate in physics recognised for his discovery of the wave properties of the electron by electron diffraction.",1975-09-10,Cambridge,English physicist,,Ishrat Hussain Usmani,Physics,George Paget Thomson,male,George,,,http://en.wikipedia.org/wiki/George_Paget_Thomson,Electron diffraction,George Paget Thomson|Sir George Paget Thomson,British,,,,http://dbpedia.org/resource/George_Paget_Thomson,,http://dbpedia.org/data/George_Paget_Thomson.json,Kathleen Buchanan Smith,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/George_Paget_Thomson.jpg?width=300,http://en.wikipedia.org/wiki/George_Paget_Thomson?oldid=733426453,725910,733426453,
"George Eugene Uhlenbeck (December 6, 1900 – October 31, 1988) was a Dutch-American theoretical physicist.",,Leiden University,Lorentz Medal|Max Planck Medal|National Medal of Science|Oersted Medal|Wolf Prize in Physics,1900-12-06,,"Batavia, Dutch East Indies|Jakarta","1900 births|1988 deaths|20th-century American scientists|20th-century physicists|American physicists|Dutch emigrants to the United States|Dutch physicists|Lorentz Medal winners|Members of the American Physical Society|Members of the Royal Netherlands Academy of Arts and Sciences|National Medal of Science laureates|People from Batavia, Dutch East Indies|Researchers in stochastics|University of Michigan faculty|Wolf Prize in Physics laureates",,American|Dutch ,"George Eugene Uhlenbeck (December 6, 1900 – October 31, 1988) was a Dutch-American theoretical physicist.",1988-10-31,"Boulder, Colorado",Dutch physicist,Paul Ehrenfest,Boris Kahn|Emil Konopinski|George W. Ford|Harold Hwa-Ling Szu|Robert M. Ziff|Ronald Forrest Fox|Soon-Tahk Choh,Physicist,George Uhlenbeck,male,George,Walter S. Huxford,,http://en.wikipedia.org/wiki/George_Uhlenbeck,Electron,G. E. Uhlenbeck|George Uhlenbeck,,,,Netherlands,http://dbpedia.org/resource/George_Uhlenbeck,,http://dbpedia.org/data/George_Uhlenbeck.json,,Uhlenbeck,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/UhlenbeckKramersGoudsmit.jpg?width=300,http://en.wikipedia.org/wiki/George_Uhlenbeck?oldid=736254564,734558,736254564,Columbia University|Massachusetts Institute of Technology|Princeton University|Rockefeller University|University of Michigan
"George William Hill (March 3, 1838 – April 16, 1914), was an American astronomer and mathematician. Hill was born in New York City, New York to painter and engraver John William Hill. and Catherine Smith Hill. He moved to West Nyack with his family when he was eight years old. After attending high school, Hill graduated from Rutgers University in 1859. In 1861 he was hired by John Daniel Runkle at the Nautical Almanac Office in Cambridge, Massachusetts. His work focused on the mathematics describing the three-body problem, later the four-body problem, to calculate the orbits of the Moon around the Earth, as well as that of planets around the Sun. The Hill sphere, which approximates the gravitational sphere of influence of one astronomical body in the face of perturbations from another heavier body around which it orbits, was described by Hill. He became president of the American Mathematical Society in 1894, serving for two years. He was elected to the Royal Society of Edinburgh in 1908, as well as to the academies of Belgium (1909), Christiania (1910), Sweden (1913), the Netherlands (1914) among others. Hill died in West Nyack, New York.",,,,1838-03-03,,New York City,1838 births|1914 deaths|19th-century American mathematicians|20th-century American mathematicians|American astronomers|Foreign Members of the Royal Society|Members of the Royal Netherlands Academy of Arts and Sciences|Members of the Royal Swedish Academy of Sciences|Presidents of the American Mathematical Society|Recipients of the Bruce Medal|Recipients of the Copley Medal|Recipients of the Gold Medal of the Royal Astronomical Society|Rutgers University alumni,,,"George William Hill (March 3, 1838 – April 16, 1914), was an American astronomer and mathematician. Hill was born in New York City, New York to painter and engraver John William Hill. and Catherine Smith Hill. He moved to West Nyack with his family when he was eight years old. After attending high school, Hill graduated from Rutgers University in 1859. In 1861 he was hired by John Daniel Runkle at the Nautical Almanac Office in Cambridge, Massachusetts. His work focused on the mathematics describing the three-body problem, later the four-body problem, to calculate the orbits of the Moon around the Earth, as well as that of planets around the Sun.",1914-04-16,"Nyack, New York",American astronomer and mathematician,,,,George William Hill,male,George,,,http://en.wikipedia.org/wiki/George_William_Hill,,George William Hill,,,,,http://dbpedia.org/resource/George_William_Hill,,http://dbpedia.org/data/George_William_Hill.json,,Hill,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Hill1905.jpg?width=300,http://en.wikipedia.org/wiki/George_William_Hill?oldid=727928074,419243,727928074,
